Num 5 FirstLetGenSkp 0.999901
Num 5 ContLet 0.999613
Num 5 WithinWrdFWrdSkp 0.999937
Num 5 WithinWrdFLet 0.999386
Num 5 ContLetSkp 0.999312
Num 5 WithinWrdWrd 1
Num 5 WithinWrdFLetSkp 0.998939
Num 5 WithinWrdLet 0.996068
Num 5 AnyLet 0.986193
Spec 5 FirstLetGen2 0.999701
Spec 5 FirstLetGenStp 0.9999
Spec 5 FirstLetGenStp2 0.999757
Spec 5 WithinWrdFWrd 0.999517
Spec 5 ContLet 0.994648
Spec 5 FirstLetGenSkp 0.997065
Spec 5 WithinWrdFWrdSkp 0.998513
Spec 5 ContLetSkp 0.992445
Spec 5 WithinWrdFLet 0.996623
Spec 5 WithinWrdFLetSkp 0.978026
Spec 5 WithinWrdWrd 0.996879
Spec 5 WithinWrdLet 0.862993
Spec 5 AnyLet 0.745608
